0.010000 	 -nan 	 -nan	-nan
0.020000 	 0.000000 	 0.048986	0.048986
0.030000 	 0.000000 	 0.097950	0.097950
0.040000 	 0.000000 	 0.146870	0.146870
0.050000 	 0.000000 	 0.195724	0.195724
0.060000 	 0.000000 	 0.244491	0.244491
0.070000 	 0.000000 	 0.293148	0.293148
0.080000 	 0.000000 	 0.341674	0.341674
0.090000 	 0.000000 	 0.390048	0.390048
0.100000 	 0.000000 	 0.438248	0.438248
0.110000 	 0.000000 	 0.486256	0.486256
0.120000 	 0.000000 	 0.534049	0.534049
0.130000 	 0.000000 	 0.581607	0.581607
0.140000 	 0.000000 	 0.628913	0.628913
0.150000 	 0.000000 	 0.675945	0.675945
0.160000 	 0.000000 	 0.722686	0.722686
0.170000 	 0.000000 	 0.769116	0.769116
0.180000 	 0.000000 	 0.815220	0.815220
0.190000 	 0.000000 	 0.860978	0.860978
0.200000 	 0.000000 	 0.906375	0.906375
0.210000 	 0.000000 	 0.951394	0.951394
0.220000 	 0.000000 	 0.996021	0.996021
0.230000 	 0.000000 	 1.040239	1.040239
0.240000 	 0.000000 	 1.084035	1.084035
0.250000 	 0.000000 	 1.127394	1.127394
0.260000 	 0.000000 	 1.170305	1.170305
0.270000 	 0.000000 	 1.212754	1.212754
0.280000 	 0.000000 	 1.254729	1.254729
0.290000 	 0.000000 	 1.296220	1.296220
0.300000 	 0.000000 	 1.337216	1.337216
0.310000 	 0.000000 	 1.377707	1.377707
0.320000 	 0.000000 	 1.417685	1.417685
0.330000 	 0.000000 	 1.457140	1.457140
0.340000 	 0.000000 	 1.496064	1.496064
0.350000 	 0.000000 	 1.534451	1.534451
0.360000 	 0.000000 	 1.572295	1.572295
0.370000 	 0.000000 	 1.609588	1.609588
0.380000 	 0.000000 	 1.646325	1.646325
0.390000 	 0.000000 	 1.682503	1.682503
0.400000 	 0.000000 	 1.718116	1.718116
0.410000 	 0.000000 	 1.753162	1.753162
0.420000 	 0.000000 	 1.787638	1.787638
0.430000 	 0.000000 	 1.821540	1.821540
0.440000 	 0.000000 	 1.854867	1.854867
0.450000 	 0.000000 	 1.887618	1.887618
0.460000 	 0.000000 	 1.919793	1.919793
0.470000 	 0.000000 	 1.951390	1.951390
0.480000 	 0.000000 	 1.982410	1.982410
0.490000 	 0.000000 	 2.012853	2.012853
0.500000 	 0.000000 	 2.042722	2.042722
0.510000 	 0.000000 	 2.072016	2.072016
0.520000 	 0.000000 	 2.100739	2.100739
0.530000 	 0.000000 	 2.128892	2.128892
0.540000 	 0.000000 	 2.156478	2.156478
0.550000 	 0.000000 	 2.183501	2.183501
0.560000 	 0.000000 	 2.209963	2.209963
0.570000 	 0.000000 	 2.235869	2.235869
0.580000 	 0.000000 	 2.261222	2.261222
0.590000 	 0.000000 	 2.286027	2.286027
0.600000 	 0.000000 	 2.310288	2.310288
0.610000 	 0.000000 	 2.334010	2.334010
0.620000 	 0.000000 	 2.357198	2.357198
0.630000 	 0.000000 	 2.379858	2.379858
0.640000 	 0.000000 	 2.401995	2.401995
0.650000 	 0.000000 	 2.423615	2.423615
0.660000 	 0.000000 	 2.444724	2.444724
0.670000 	 0.000000 	 2.465327	2.465327
0.680000 	 0.000000 	 2.485430	2.485430
0.690000 	 0.000000 	 2.505041	2.505041
0.700000 	 0.000000 	 2.524166	2.524166
0.710000 	 0.000000 	 2.542810	2.542810
0.720000 	 0.000000 	 2.560981	2.560981
0.730000 	 0.000000 	 2.578686	2.578686
0.740000 	 0.000000 	 2.595931	2.595931
0.750000 	 0.000000 	 2.612723	2.612723
0.760000 	 0.000000 	 2.629068	2.629068
0.770000 	 0.000000 	 2.644975	2.644975
0.780000 	 0.000000 	 2.660449	2.660449
0.790000 	 0.000000 	 2.675498	2.675498
0.800000 	 0.000000 	 2.690129	2.690129
0.810000 	 0.000000 	 2.704349	2.704349
0.820000 	 0.000000 	 2.718164	2.718164
0.830000 	 0.000000 	 2.731583	2.731583
0.840000 	 0.000000 	 2.744611	2.744611
0.850000 	 0.000000 	 2.757256	2.757256
0.860000 	 0.000000 	 2.769524	2.769524
0.870000 	 0.000000 	 2.781423	2.781423
0.880000 	 0.000000 	 2.792959	2.792959
0.890000 	 0.000000 	 2.804140	2.804140
0.900000 	 0.000000 	 2.814971	2.814971
0.910000 	 0.000000 	 2.825460	2.825460
0.920000 	 0.000000 	 2.835614	2.835614
0.930000 	 0.000000 	 2.845438	2.845438
0.940000 	 0.000000 	 2.854939	2.854939
0.950000 	 0.000000 	 2.864125	2.864125
0.960000 	 0.000000 	 2.873001	2.873001
0.970000 	 0.000000 	 2.881573	2.881573
0.980000 	 0.000000 	 2.889848	2.889848
0.990000 	 0.000000 	 2.897832	2.897832
1.000000 	 0.000000 	 2.905531	2.905531
1.010000 	 0.000000 	 2.912951	2.912951
1.020000 	 0.000000 	 2.920097	2.920097
1.030000 	 0.000000 	 2.926977	2.926977
1.040000 	 0.000000 	 2.933595	2.933595
1.050000 	 0.000000 	 2.939957	2.939957
1.060000 	 0.000000 	 2.946069	2.946069
1.070000 	 0.000000 	 2.951936	2.951936
1.080000 	 0.000000 	 2.957564	2.957564
1.090000 	 0.000000 	 2.962957	2.962957
1.100000 	 0.000000 	 2.968122	2.968122
1.110000 	 0.000000 	 2.973063	2.973063
1.120000 	 0.000000 	 2.977785	2.977785
1.130000 	 0.000000 	 2.982294	2.982294
1.140000 	 0.000000 	 2.986593	2.986593
1.150000 	 0.000000 	 2.990689	2.990689
1.160000 	 0.000000 	 2.994585	2.994585
1.170000 	 0.000000 	 2.998287	2.998287
1.180000 	 0.000000 	 3.001798	3.001798
1.190000 	 0.000000 	 3.005123	3.005123
1.200000 	 0.000000 	 3.008267	3.008267
1.210000 	 0.000000 	 3.011234	3.011234
1.220000 	 0.000000 	 3.014028	3.014028
1.230000 	 0.000000 	 3.016653	3.016653
1.240000 	 0.000000 	 3.019113	3.019113
1.250000 	 0.000000 	 3.021412	3.021412
1.260000 	 0.000000 	 3.023554	3.023554
