0.010000 	 -nan 	 -nan	-nan
0.020000 	 0.069261 	 0.069261	0.097950
0.030000 	 0.138398 	 0.138398	0.195724
0.040000 	 0.207287 	 0.207287	0.293148
0.050000 	 0.275805 	 0.275805	0.390048
0.060000 	 0.343835 	 0.343835	0.486256
0.070000 	 0.411259 	 0.411259	0.581607
0.080000 	 0.477965 	 0.477965	0.675945
0.090000 	 0.543847 	 0.543847	0.769116
0.100000 	 0.608803 	 0.608803	0.860978
0.110000 	 0.672737 	 0.672737	0.951394
0.120000 	 0.735560 	 0.735560	1.040239
0.130000 	 0.797188 	 0.797188	1.127394
0.140000 	 0.857546 	 0.857546	1.212754
0.150000 	 0.916566 	 0.916566	1.296220
0.160000 	 0.974186 	 0.974186	1.377707
0.170000 	 1.030353 	 1.030353	1.457140
0.180000 	 1.085021 	 1.085021	1.534451
0.190000 	 1.138150 	 1.138150	1.609588
0.200000 	 1.189709 	 1.189709	1.682503
0.210000 	 1.239673 	 1.239673	1.753162
0.220000 	 1.288023 	 1.288023	1.821540
0.230000 	 1.334748 	 1.334748	1.887618
0.240000 	 1.379841 	 1.379841	1.951390
0.250000 	 1.423302 	 1.423302	2.012853
0.260000 	 1.465137 	 1.465137	2.072016
0.270000 	 1.505354 	 1.505354	2.128892
0.280000 	 1.543968 	 1.543968	2.183501
0.290000 	 1.580998 	 1.580998	2.235869
0.300000 	 1.616465 	 1.616465	2.286027
0.310000 	 1.650394 	 1.650394	2.334010
0.320000 	 1.682814 	 1.682814	2.379858
0.330000 	 1.713755 	 1.713755	2.423615
0.340000 	 1.743249 	 1.743249	2.465327
0.350000 	 1.771332 	 1.771332	2.505041
0.360000 	 1.798038 	 1.798038	2.542810
0.370000 	 1.823406 	 1.823406	2.578686
0.380000 	 1.847474 	 1.847474	2.612723
0.390000 	 1.870280 	 1.870280	2.644975
0.400000 	 1.891863 	 1.891863	2.675498
0.410000 	 1.912263 	 1.912263	2.704349
0.420000 	 1.931521 	 1.931521	2.731583
0.430000 	 1.949674 	 1.949674	2.757256
0.440000 	 1.966763 	 1.966763	2.781423
0.450000 	 1.982826 	 1.982826	2.804140
0.460000 	 1.997902 	 1.997902	2.825460
0.470000 	 2.012028 	 2.012028	2.845438
0.480000 	 2.025242 	 2.025242	2.864125
0.490000 	 2.037580 	 2.037580	2.881573
0.500000 	 2.049077 	 2.049077	2.897832
0.510000 	 2.059767 	 2.059767	2.912951
0.520000 	 2.069685 	 2.069685	2.926977
0.530000 	 2.078864 	 2.078864	2.939957
0.540000 	 2.087334 	 2.087334	2.951936
0.550000 	 2.095127 	 2.095127	2.962957
0.560000 	 2.102273 	 2.102273	2.973063
0.570000 	 2.108800 	 2.108800	2.982294
0.580000 	 2.114736 	 2.114736	2.990689
0.590000 	 2.120109 	 2.120109	2.998287
0.600000 	 2.124943 	 2.124943	3.005123
0.610000 	 2.129264 	 2.129264	3.011234
0.620000 	 2.133096 	 2.133096	3.016653
0.630000 	 2.136461 	 2.136461	3.021412
0.640000 	 2.139382 	 2.139382	3.025543
0.650000 	 2.141880 	 2.141880	3.029076
0.660000 	 2.143975 	 2.143975	3.032039
0.670000 	 2.145687 	 2.145687	3.034460
0.680000 	 2.147035 	 2.147035	3.036366
0.690000 	 2.148036 	 2.148036	3.037782
0.700000 	 2.148708 	 2.148708	3.038732
0.710000 	 2.149067 	 2.149067	3.039239
0.720000 	 2.149128 	 2.149128	3.039326
0.730000 	 2.148907 	 2.148907	3.039013
0.740000 	 2.148418 	 2.148418	3.038322
0.750000 	 2.147675 	 2.147675	3.037271
0.760000 	 2.146690 	 2.146690	3.035878
0.770000 	 2.145477 	 2.145477	3.034163
0.780000 	 2.144047 	 2.144047	3.032140
0.790000 	 2.142412 	 2.142412	3.029828
0.800000 	 2.140582 	 2.140582	3.027240
0.810000 	 2.138568 	 2.138568	3.024392
0.820000 	 2.136380 	 2.136380	3.021298
0.830000 	 2.134027 	 2.134027	3.017971
0.840000 	 2.131519 	 2.131519	3.014423
0.850000 	 2.128863 	 2.128863	3.010668
0.860000 	 2.126069 	 2.126069	3.006716
0.870000 	 2.123143 	 2.123143	3.002578
0.880000 	 2.120094 	 2.120094	2.998266
0.890000 	 2.116928 	 2.116928	2.993789
0.900000 	 2.113652 	 2.113652	2.989156
0.910000 	 2.110273 	 2.110273	2.984377
0.920000 	 2.106797 	 2.106797	2.979461
0.930000 	 2.103230 	 2.103230	2.974416
0.940000 	 2.099576 	 2.099576	2.969249
0.950000 	 2.095842 	 2.095842	2.963969
0.960000 	 2.092033 	 2.092033	2.958581
0.970000 	 2.088153 	 2.088153	2.953094
0.980000 	 2.084207 	 2.084207	2.947514
0.990000 	 2.080200 	 2.080200	2.941847
1.000000 	 2.076135 	 2.076135	2.936098
1.010000 	 2.072016 	 2.072016	2.930273
1.020000 	 2.067848 	 2.067848	2.924378
1.030000 	 2.063633 	 2.063633	2.918418
1.040000 	 2.059376 	 2.059376	2.912398
1.050000 	 2.055079 	 2.055079	2.906321
1.060000 	 2.050746 	 2.050746	2.900193
1.070000 	 2.046380 	 2.046380	2.894018
1.080000 	 2.041983 	 2.041983	2.887800
1.090000 	 2.037558 	 2.037558	2.881542
1.100000 	 2.033107 	 2.033107	2.875248
1.110000 	 2.028634 	 2.028634	2.868922
1.120000 	 2.024140 	 2.024140	2.862566
1.130000 	 2.019627 	 2.019627	2.856184
1.140000 	 2.015098 	 2.015098	2.849779
1.150000 	 2.010554 	 2.010554	2.843353
1.160000 	 2.005998 	 2.005998	2.836909
1.170000 	 2.001431 	 2.001431	2.830451
1.180000 	 1.996855 	 1.996855	2.823979
1.190000 	 1.992271 	 1.992271	2.817497
1.200000 	 1.987681 	 1.987681	2.811006
1.210000 	 1.983087 	 1.983087	2.804509
1.220000 	 1.978490 	 1.978490	2.798008
1.230000 	 1.973891 	 1.973891	2.791503
1.240000 	 1.969291 	 1.969291	2.784999
1.250000 	 1.964692 	 1.964692	2.778495
1.260000 	 1.960095 	 1.960095	2.771993
1.270000 	 1.955501 	 1.955501	2.765495
1.280000 	 1.950910 	 1.950910	2.759003
1.290000 	 1.946324 	 1.946324	2.752518
1.300000 	 1.941744 	 1.941744	2.746040
1.310000 	 1.937170 	 1.937170	2.739572
1.320000 	 1.932603 	 1.932603	2.733114
1.330000 	 1.928045 	 1.928045	2.726667
1.340000 	 1.923495 	 1.923495	2.720233
1.350000 	 1.918955 	 1.918955	2.713813
1.360000 	 1.914426 	 1.914426	2.707407
1.370000 	 1.909907 	 1.909907	2.701016
1.380000 	 1.905399 	 1.905399	2.694641
1.390000 	 1.900903 	 1.900903	2.688283
1.400000 	 1.896420 	 1.896420	2.681942
1.410000 	 1.891949 	 1.891949	2.675620
1.420000 	 1.887492 	 1.887492	2.669317
1.430000 	 1.883049 	 1.883049	2.663033
1.440000 	 1.878620 	 1.878620	2.656769
1.450000 	 1.874205 	 1.874205	2.650526
1.460000 	 1.869805 	 1.869805	2.644304
1.470000 	 1.865421 	 1.865421	2.638104
1.480000 	 1.861052 	 1.861052	2.631925
1.490000 	 1.856699 	 1.856699	2.625769
1.500000 	 1.852363 	 1.852363	2.619636
1.510000 	 1.848042 	 1.848042	2.613526
1.520000 	 1.843738 	 1.843738	2.607440
1.530000 	 1.839452 	 1.839452	2.601377
1.540000 	 1.835182 	 1.835182	2.595339
1.550000 	 1.830929 	 1.830929	2.589325
1.560000 	 1.826694 	 1.826694	2.583335
1.570000 	 1.822476 	 1.822476	2.577371
1.580000 	 1.818276 	 1.818276	2.571431
1.590000 	 1.814094 	 1.814094	2.565517
1.600000 	 1.809930 	 1.809930	2.559628
