0.30499	9.75845
0.845566	7.75195
0.629845	6.16866
0.827533	4.51745
0.384046	5.56473
2.11102	3.86479
1.71815	4.00906
0.175445	6.13098
0.651606	5.52616
1.17365	2.25545
1.10701	5.3166
0.262959	5.02072
2.62696	4.83987
2.8336	4.46544
2.04847	1.54989
1.54881	3.67872
0.150477	6.98121
1.45518	3.55374
2.79012	4.1724
1.03045	3.9872
1.11779	4.48845
1.3017	7.54126
0.591689	3.82568
0.286271	7.37258
0.311926	9.43051
3.28289	3.08241
0.247348	9.92028
2.20559	1.73846
0.361796	7.24606
0.879302	8.16076
0.496031	9.30386
1.59679	3.16445
1.96034	5.70092
2.5161	3.66011
0.389426	6.84761
2.62287	4.19718
3.63484	0.196328
1.51634	5.72799
2.19689	4.35754
1.95887	3.0275
0.615907	4.13515
3.01294	3.69608
0.975282	2.5817
0.795235	6.04326
0.729443	8.55504
0.60819	5.33368
0.596557	6.43386
1.00282	5.30515
0.571065	7.74573
12.7942	1.44404
3.96213	2.03128
0.721308	6.68983
1.40369	6.63488
0.798127	3.16625
1.13528	4.94637
1.36582	4.34573
6.11276	1.27118
0.362721	8.2053
0.376008	4.53144
0.362552	2.53745
4.47485	0.890628
2.24126	5.091
0.48433	8.83662
3.42363	3.09067
1.32902	5.64423
0.450838	6.62811
1.19309	2.40343
2.12521	3.26793
0.15963	9.53569
1.02757	7.51448
1.12255	6.6286
2.28313	4.18141
0.168343	12.1023
0.806647	4.35295
2.34142	2.86232
0.232089	5.02023
0.485233	6.65673
0.521091	5.78264
2.1234	3.71675
0.565844	2.39702
0.827924	5.97
0.626742	6.66823
0.801949	5.59429
0.542983	6.02214
0.611433	2.48294
2.24223	2.41583
0.519555	4.53291
1.2798	6.28615
0.4538	3.50029
0.589414	4.26467
1.41487	5.63968
1.07427	8.0996
0.797404	8.44797
0.986878	4.61597
0.581833	5.68074
0.303632	5.03946
8.31013	2.44607
0.502652	8.81345
0.811082	5.08575
0.699061	5.78447
1.20356	6.34722
0.403981	7.73682
0.735961	5.80379
0.477715	4.6244
1.0058	6.2779
0.121388	5.77869
1.13083	5.96847
0.733014	8.68355
3.54117	3.81058
6.4037	2.44809
1.69607	4.79554
5.23388	2.0452
2.18448	5.08265
0.788386	5.07255
3.08501	2.43151
0.283855	1.00366
0.965184	7.23895
0.248856	10.5236
0.293046	4.35724
0.836158	2.79134
0.388931	4.77748
0.993063	7.18298
1.42828	5.39244
1.94496	2.77758
0.593683	4.53319
0.385278	8.33617
0.370303	7.13838
0.363789	3.57438
2.16201	3.16589
0.516222	5.62328
0.491401	8.19715
0.626011	1.46202
0.381445	4.48146
1.21531	2.54663
5.3405	2.51606
2.37795	3.91153
0.995691	2.99807
2.81687	3.93224
0.487398	10.0244
0.302856	9.32883
0.912057	4.90508
1.86429	1.75509
0.635487	7.90506
0.906693	6.7238
0.745517	7.72042
0.123087	8.60601
0.247824	10.8919
1.96987	3.54788
8.55199	1.0506
0.428809	4.70932
0.99366	6.00925
1.16982	5.63433
0.663209	4.22364
9.4388	1.15716
0.126075	2.6257
0.347444	2.99394
0.786977	1.71799
1.55486	5.22262
8.87293	0.99447
0.766973	5.82121
0.850224	3.99893
0.861284	4.19449
5.81323	1.51656
4.93786	0.870474
2.60665	4.22506
1.55385	5.00749
0.613251	4.10596
0.884336	2.70112
0.949657	5.72173
0.674775	5.33397
1.09651	3.98342
0.1489	10.5235
6.51976	2.93423
1.81907	2.62964
10.7677	1.13859
0.963956	6.80761
0.414143	5.17272
1.32561	4.01964
0.53775	10.0171
0.755415	6.40793
0.664182	5.30429
0.839536	7.3329
1.18252	5.08715
0.84426	8.59391
0.381235	9.29641
2.13914	3.72041
1.67073	5.08804
1.4221	4.61512
1.57548	5.20857
0.458561	9.72018
0.644015	9.96923
1.32682	4.79754
1.41381	3.62467
2.09363	5.80169
0.52494	3.01258
0.645716	6.45833
1.93131	2.67042
1.49451	1.79719
0.775911	6.90338
0.968655	3.75065
0.612559	8.35168
1.83981	4.39626
1.54614	6.20981
0.679094	6.24649
0.388379	10.0719
0.846035	1.78874
0.745759	4.03155
5.8815	0.259689
1.07248	4.74793
1.71752	2.7276
0.255636	8.38556
2.41693	2.61649
0.967472	4.72946
2.2868	3.57226
0.952102	4.36181
2.02651	1.41774
2.12383	1.14155
0.913888	2.56959
0.453767	2.40511
0.681496	8.52485
3.20321	3.71534
3.52687	2.97761
1.95319	3.43068
18.7854	1.27399
1.42995	3.8152
2.24208	3.41535
4.08181	1.69566
1.24107	5.17875
0.550599	8.49037
1.64306	4.32701
0.188553	9.11219
0.594484	4.84677
0.443622	8.22744
0.694911	6.41746
0.582696	10.133
0.542293	4.32053
0.502468	6.16343
0.487398	6.33047
0.641154	3.60715
1.67412	2.45312
1.79979	2.89217
1.79415	4.09645
0.194525	4.48839
0.382793	0.76873
4.04492	0.92726
0.324327	4.06412
0.340689	9.16876
0.774718	5.94402
0.499233	3.54516
1.71015	5.19602
0.694001	4.86196
0.434072	3.43203
0.512607	5.41089
0.37172	9.85445
2.48681	4.4854
1.21546	5.75356
0.603753	3.99906
2.01816	3.3066
0.589395	5.4006
0.599052	7.4518
0.905918	6.63382
0.545165	9.5929
0.846611	5.31958
1.57978	3.33913
0.601611	5.85136
0.246144	4.80353
1.25025	6.74794
0.689115	5.98834
1.0679	6.87188
0.835513	7.32819
0.810475	4.52074
1.79203	1.68625
2.16546	3.83221
0.829743	5.73712
0.252696	10.7666
1.60195	1.8422
2.71064	4.70689
0.747633	3.36091
3.19806	3.39089
0.298074	10.5608
3.70608	4.16773
4.052	0.575494
1.11215	4.08991
1.21119	5.29102
0.743872	5.48373
1.62309	3.65123
0.407216	6.86023
0.167459	2.04463
3.57499	3.11735
1.92752	4.30832
1.14814	4.29532
0.686483	3.80783
0.771839	9.14297
0.358751	8.73354
0.494243	7.19082
0.39343	7.58656
0.602993	4.65676
0.661964	6.51149
1.88748	1.83949
1.01551	2.38293
0.881239	5.73817
0.223072	11.65
0.810513	3.33716
2.10641	3.72457
1.4848	4.45977
3.3192	1.37417
0.658676	5.81367
0.683075	6.40847
0.685857	6.01457
0.15949	5.72452
0.777404	6.96864
0.783528	8.56225
0.600315	5.73391
0.608473	3.12304
0.957664	5.77471
0.651483	2.85644
1.66843	4.9705
3.52133	1.35646
0.398666	7.23575
0.320044	7.88457
0.62269	3.29597
0.438791	5.96068
0.851364	6.52657
0.535479	3.74731
2.26149	3.82285
0.988994	6.15788
1.21842	4.30175
0.400582	5.13785
0.271673	5.87679
0.968749	7.2916
1.05884	3.93709
0.722311	8.41663
1.18048	3.56401
0.545528	8.19395
1.20923	2.61471
0.604212	6.62244
1.22761	4.22056
0.960528	2.60735
0.596291	5.05896
0.884458	6.00789
0.842483	4.67321
0.222064	5.46346
0.590638	6.56227
1.00512	4.83836
3.45303	1.85013
0.582447	7.23248
0.209724	7.99053
0.446982	4.4301
4.08911	2.72957
1.91329	3.50495
1.30984	6.32927
2.44862	5.32213
0.946486	4.59401
0.587499	5.50099
0.400465	11.5666
0.74259	3.62035
0.833611	7.47138
0.0944487	6.97588
0.893497	5.85733
0.245246	7.34082
1.70887	7.06718
2.68305	3.07845
0.659306	7.72641
1.8562	5.08289
1.3473	2.99359
3.45967	2.19967
2.09204	4.60795
1.09538	4.21205
5.80233	2.1281
0.786649	7.16021
3.07013	3.86801
1.30392	5.13911
1.20316	3.39495
0.816495	6.62601
0.596425	3.08122
0.485711	2.8449
1.07449	3.4864
0.553121	6.06497
3.05587	2.63131
4.02745	2.04156
2.60132	3.88735
0.261915	7.24536
0.712105	5.87626
1.61234	5.87293
1.52517	6.28816
18.8693	1.89125
0.870148	6.27348
0.729323	6.54104
2.37293	3.51745
0.953777	4.38946
0.343813	7.10148
1.26244	3.91242
4.31911	1.04437
2.04724	1.05661
0.485111	7.15807
2.12398	4.51743
0.721515	6.07505
0.998336	4.10838
1.64138	3.43117
0.752188	5.30983
0.521239	6.40359
4.21082	1.01459
0.58495	3.35823
0.598265	7.71387
0.95613	5.04926
1.87247	3.1495
0.448044	8.07525
0.349612	8.37512
0.657075	6.73252
5.77383	1.8436
0.38004	7.93782
1.15536	3.98899
0.203613	9.80875
0.202508	9.06317
1.39721	4.24045
3.02877	1.53332
0.829903	3.39319
0.641004	3.16534
0.796573	6.45703
0.771431	2.88801
0.127488	10.3669
2.8168	4.35641
2.67341	4.13596
0.918283	3.41836
1.20802	3.17591
1.00652	7.50827
0.496918	7.12646
0.908481	4.29026
0.848347	6.13421
2.93325	4.13704
0.343586	7.75859
1.29043	2.95439
0.101932	5.07013
0.491826	7.56696
0.299561	10.9285
0.660436	6.73221
0.567148	5.64921
0.497538	6.85462
0.942676	6.10391
0.856853	3.80745
0.72052	6.6256
0.566342	9.70954
0.490758	6.73084
6.77997	1.14154
0.473677	5.42255
1.19737	4.8463
1.41325	3.3232
1.36451	4.91031
0.306758	9.40299
1.73346	5.44671
8.36885	2.09017
1.49446	5.30488
0.492462	8.09508
0.985361	6.03639
0.0744118	7.00244
1.09637	6.14707
1.19242	6.31303
1.81523	5.67042
0.745091	6.15625
0.638557	7.85845
2.26031	5.65347
0.282358	6.54636
0.943717	5.84973
0.502277	8.26348
1.26685	5.36061
0.586176	5.70842
1.52567	5.13234
0.170154	7.09217
1.18926	2.99062
0.575472	9.04168
0.337731	4.35186
1.39973	3.99847
0.589125	3.91106
1.14831	7.45465
13.8541	1.36252
1.27618	5.0862
1.31431	4.67614
0.515204	6.73568
1.00488	1.83121
3.47075	3.42619
0.706141	3.38663
0.791219	8.29549
0.521251	9.37811
0.678136	7.87286
0.97761	6.16746
1.88574	3.76271
0.400817	6.0695
1.7366	3.5781
0.864283	4.80967
0.447717	4.46738
0.618903	6.79003
0.873904	4.34241
0.581386	6.39628
1.84356	5.6511
0.18491	10.7223
1.20595	5.12235
0.684366	1.0722
0.382364	6.57281
0.534041	6.13283
1.13803	6.88726
0.742435	3.49803
2.08086	2.41006
0.666535	7.81586
0.705979	5.86124
1.5732	6.78484
0.612972	4.48909
0.371365	9.62427
0.4522	7.16278
0.551043	6.09902
0.494666	6.49553
0.599326	7.84323
0.714279	3.68263
0.929697	5.4944
0.521788	5.85757
0.359221	3.36637
0.183302	12.3149
0.767003	8.08956
0.88574	5.80914
0.59439	2.08645
0.894916	7.18496
0.417876	7.33792
1.74437	3.71654
1.7842	3.55936
0.598899	5.329
1.28469	3.86489
2.27224	2.72835
0.826041	2.27013
2.58874	2.79824
2.60172	2.87281
0.734745	2.99699
2.42501	2.88166
1.4342	6.16981
0.433919	7.68161
0.484728	5.44873
5.05241	2.63636
2.16666	3.15476
0.434138	2.24877
1.71728	2.87097
1.93692	2.57831
2.15311	3.91999
1.14416	6.73782
1.16055	5.38985
0.833146	4.75296
1.97396	3.32155
0.35649	4.53086
3.73824	1.13649
1.08013	6.71893
0.618237	5.15624
1.07941	6.05533
0.301212	9.90499
1.41474	5.7035
0.257413	2.84729
1.96757	4.96579
1.17025	5.35355
2.30588	2.72115
3.15266	4.33396
1.40646	4.17182
0.943496	5.75809
0.436161	7.0081
5.11869	3.27024
