-24.000000	-0.000000	0.000000	-nan
-23.998800	-0.000000	0.599850	-nan
-23.995201	-0.000000	2.397602	-nan
-23.989207	-0.000000	5.387869	-nan
-23.980823	-0.000000	9.561707	-nan
-23.970056	-0.000000	14.906659	-nan
-23.956916	-0.000000	21.406818	-nan
-23.941415	-0.000000	29.042916	-nan
-23.923567	-0.000000	37.792416	-nan
-23.903387	-0.000000	47.629633	-nan
-23.880893	-0.000000	58.525862	-nan
-23.856105	-0.000000	70.449523	-nan
-23.829044	-0.000000	83.366322	-nan
-23.799735	-0.000000	97.239415	-nan
-23.768202	-0.000000	112.029592	-nan
-23.734472	-0.000000	127.695466	-nan
-23.698575	-0.000000	144.193667	-nan
-23.660540	-0.000000	161.479046	-nan
-23.620400	-0.000000	179.504885	-nan
-23.578187	-0.000000	198.223102	-nan
-23.533936	-0.000000	217.584469	-nan
-23.487684	-0.000000	237.538823	-nan
-23.439467	-0.000000	258.035275	-nan
-23.389324	-0.000000	279.022425	-nan
-23.337295	-0.000000	300.448561	-nan
-23.283420	-0.000000	322.261869	-nan
-23.227740	-0.000000	344.410619	-nan
-23.170298	-0.000000	366.843362	-nan
-23.111136	-0.000000	389.509106	-nan
-23.050299	-0.000000	412.357488	-nan
-22.987831	-0.000000	435.338939	-nan
-22.923776	-0.000000	458.404839	-nan
-22.858180	-0.000000	481.507655	-nan
-22.791088	-0.000000	504.601075	-nan
-22.722546	-0.000000	527.640132	-nan
-22.652601	-0.000000	550.581310	-nan
-22.581298	-0.000000	573.382644	-nan
-22.508684	-0.000000	596.003805	-nan
-22.434806	-0.000000	618.406180	-nan
-22.359709	-0.000000	640.552931	-nan
-22.283441	-0.000000	662.409054	-nan
-22.206046	-0.000000	683.941417	-nan
-22.127571	-0.000000	705.118796	-nan
-22.048061	-0.000000	725.911895	-nan
-21.967561	-0.000000	746.293361	-nan
-21.886116	-0.000000	766.237787	-nan
-21.803771	-0.000000	785.721708	-nan
-21.720569	-0.000000	804.723589	-nan
-21.636553	-0.000000	823.223802	-nan
-21.551767	-0.000000	841.204605	-nan
-21.466253	-0.000000	858.650103	-nan
-21.380051	-0.000000	875.546212	-nan
-21.293203	-0.000000	891.880616	-nan
-21.205750	-0.000000	907.642713	-nan
-21.117730	-0.000000	922.823572	-nan
-21.029182	-0.000000	937.415865	-nan
-20.940144	-0.000000	951.413819	-nan
-20.850654	-0.000000	964.813144	-nan
-20.760749	-0.000000	977.610979	-nan
-20.670462	-0.000000	989.805817	-nan
-20.579830	-0.000000	1001.397448	-nan
-20.488887	-0.000000	1012.386883	-nan
-20.397665	-0.000000	1022.776293	-nan
-20.306196	-0.000000	1032.568937	-nan
-20.214514	-0.000000	1041.769098	-nan
-20.122647	-0.000000	1050.382013	-nan
-20.030626	-0.000000	1058.413809	-nan
-19.938479	-0.000000	1065.871438	-nan
-19.846236	-0.000000	1072.762614	-nan
-19.753923	-0.000000	1079.095748	-nan
-19.661566	-0.000000	1084.879891	-nan
-19.569192	-0.000000	1090.124674	-nan
-19.476824	-0.000000	1094.840251	-nan
-19.384488	-0.000000	1099.037244	-nan
-19.292206	-0.000000	1102.726693	-nan
-19.200000	-0.000000	1105.920000	-nan
-19.107893	-0.000000	1108.628888	-nan
-19.015904	-0.000000	1110.865349	-nan
-18.924055	-0.000000	1112.641603	-nan
-18.832365	-0.000000	1113.970056	-nan
-18.740851	-0.000000	1114.863262	-nan
-18.649533	-0.000000	1115.333881	-nan
-18.558427	-0.000000	1115.394652	-nan
-18.467550	-0.000000	1115.058354	-nan
-18.376917	-0.000000	1114.337778	-nan
-18.286544	-0.000000	1113.245698	-nan
-18.196445	-0.000000	1111.794843	-nan
-18.106634	-0.000000	1109.997878	-nan
-18.017124	-0.000000	1107.867374	-nan
-17.927929	-0.000000	1105.415791	-nan
-17.839060	-0.000000	1102.655459	-nan
-17.750528	-0.000000	1099.598562	-nan
-17.662344	-0.000000	1096.257118	-nan
-17.574520	-0.000000	1092.642968	-nan
-17.487064	-0.000000	1088.767762	-nan
-17.399986	-0.000000	1084.642949	-nan
-17.313296	-0.000000	1080.279765	-nan
-17.227000	-0.000000	1075.689226	-nan
-17.141108	-0.000000	1070.882119	-nan
-17.055627	-0.000000	1065.868997	-nan
-16.970563	-0.000000	1060.660172	-nan
-16.885923	-0.000000	1055.265710	-nan
-16.801714	-0.000000	1049.695431	-nan
-16.717941	-0.000000	1043.958901	-nan
-16.634609	-0.000000	1038.065436	-nan
-16.551724	-0.000000	1032.024096	-nan
-16.469290	-0.000000	1025.843685	-nan
-16.387312	-0.000000	1019.532754	-nan
-16.305793	-0.000000	1013.099600	-nan
-16.224737	-0.000000	1006.552266	-nan
-16.144147	-0.000000	999.898545	-nan
-16.064027	-0.000000	993.145981	-nan
-15.984378	-0.000000	986.301869	-nan
-15.905205	-0.000000	979.373265	-nan
-15.826508	-0.000000	972.366981	-nan
-15.748289	-0.000000	965.289594	-nan
-15.670551	-0.000000	958.147446	-nan
-15.593294	-0.000000	950.946653	-nan
-15.516521	-0.000000	943.693102	-nan
-15.440231	-0.000000	936.392464	-nan
-15.364426	-0.000000	929.050190	-nan
-15.289105	-0.000000	921.671523	-nan
-15.214271	-0.000000	914.261496	-nan
-15.139922	-0.000000	906.824943	-nan
-15.066059	-0.000000	899.366500	-nan
-14.992681	-0.000000	891.890609	-nan
-14.919789	-0.000000	884.401528	-nan
-14.847381	-0.000000	876.903332	-nan
-14.775457	-0.000000	869.399916	-nan
-14.704016	-0.000000	861.895007	-nan
-14.633058	-0.000000	854.392161	-nan
-14.562581	-0.000000	846.894774	-nan
-14.492585	-0.000000	839.406083	-nan
-14.423067	-0.000000	831.929173	-nan
-14.354026	-0.000000	824.466982	-nan
-14.285461	-0.000000	817.022301	-nan
-14.217371	-0.000000	809.597786	-nan
-14.149753	-0.000000	802.195957	-nan
-14.082606	-0.000000	794.819206	-nan
-14.015928	-0.000000	787.469798	-nan
-13.949717	-0.000000	780.149877	-nan
-13.883970	-0.000000	772.861470	-nan
-13.818687	-0.000000	765.606495	-nan
-13.753864	-0.000000	758.386755	-nan
-13.689499	-0.000000	751.203955	-nan
-13.625591	-0.000000	744.059694	-nan
-13.562136	-0.000000	736.955477	-nan
-13.499133	-0.000000	729.892714	-nan
-13.436578	-0.000000	722.872727	-nan
-13.374469	-0.000000	715.896749	-nan
-13.312805	-0.000000	708.965931	-nan
-13.251581	-0.000000	702.081347	-nan
-13.190796	-0.000000	695.243989	-nan
-13.130447	-0.000000	688.454782	-nan
-13.070531	-0.000000	681.714575	-nan
-13.011045	-0.000000	675.024152	-nan
-12.951987	-0.000000	668.384233	-nan
-12.893353	-0.000000	661.795474	-nan
-12.835142	-0.000000	655.258473	-nan
-12.777350	-0.000000	648.773771	-nan
-12.719975	-0.000000	642.341854	-nan
-12.663012	-0.000000	635.963157	-nan
-12.606461	-0.000000	629.638064	-nan
-12.550317	-0.000000	623.366914	-nan
-12.494578	-0.000000	617.149999	-nan
-12.439241	-0.000000	610.987567	-nan
-12.384303	-0.000000	604.879827	-nan
-12.329761	-0.000000	598.826946	-nan
-12.275613	-0.000000	592.829058	-nan
-12.221854	-0.000000	586.886257	-nan
-12.168483	-0.000000	580.998605	-nan
-12.115496	-0.000000	575.166133	-nan
-12.062891	-0.000000	569.388838	-nan
-12.010664	-0.000000	563.666692	-nan
-11.958813	-0.000000	557.999637	-nan
-11.907335	-0.000000	552.387590	-nan
-11.856226	-0.000000	546.830441	-nan
-11.805484	-0.000000	541.328061	-nan
-11.755106	-0.000000	535.880294	-nan
-11.705089	-0.000000	530.486966	-nan
-11.655430	-0.000000	525.147883	-nan
-11.606127	-0.000000	519.862831	-nan
-11.557176	-0.000000	514.631580	-nan
-11.508574	-0.000000	509.453882	-nan
-11.460320	-0.000000	504.329475	-nan
-11.412409	-0.000000	499.258081	-nan
-11.364839	-0.000000	494.239409	-nan
-11.317607	-0.000000	489.273155	-nan
-11.270711	-0.000000	484.359004	-nan
-11.224148	-0.000000	479.496628	-nan
-11.177914	-0.000000	474.685689	-nan
-11.132008	-0.000000	469.925841	-nan
-11.086426	-0.000000	465.216727	-nan
-11.041166	-0.000000	460.557984	-nan
-10.996225	-0.000000	455.949238	-nan
-10.951600	-0.000000	451.390110	-nan
-10.907288	-0.000000	446.880215	-nan
-10.863288	-0.000000	442.419161	-nan
-10.819596	-0.000000	438.006551	-nan
-10.776209	-0.000000	433.641984	-nan
-10.733126	-0.000000	429.325052	-nan
-10.690344	-0.000000	425.055345	-nan
-10.647859	-0.000000	420.832450	-nan
-10.605670	-0.000000	416.655950	-nan
-10.563773	-0.000000	412.525426	-nan
-10.522167	-0.000000	408.440454	-nan
-10.480849	-0.000000	404.400612	-nan
-10.439816	-0.000000	400.405474	-nan
-10.399066	-0.000000	396.454613	-nan
-10.358597	-0.000000	392.547602	-nan
-10.318406	-0.000000	388.684012	-nan
-10.278490	-0.000000	384.863415	-nan
-10.238848	-0.000000	381.085381	-nan
-10.199477	-0.000000	377.349481	-nan
-10.160374	-0.000000	373.655288	-nan
-10.121538	-0.000000	370.002373	-nan
-10.082966	-0.000000	366.390310	-nan
-10.044655	-0.000000	362.818671	-nan
-10.006604	-0.000000	359.287033	-nan
-9.968810	-0.000000	355.794971	-nan
-9.931271	-0.000000	352.342064	-nan
-9.893984	-0.000000	348.927891	-nan
-9.856949	-0.000000	345.552033	-nan
-9.820161	-0.000000	342.214075	-nan
-9.783620	-0.000000	338.913600	-nan
