0.010000 	 -nan 	 0.000000	-nan
0.020000 	 -nan 	 9.999833	-nan
0.030000 	 -nan 	 19.998667	-nan
0.040000 	 -nan 	 29.995500	-nan
0.050000 	 -nan 	 39.989334	-nan
0.060000 	 -nan 	 49.979169	-nan
0.070000 	 -nan 	 59.964006	-nan
0.080000 	 -nan 	 69.942847	-nan
0.090000 	 -nan 	 79.914694	-nan
0.100000 	 -nan 	 89.878549	-nan
0.110000 	 -nan 	 99.833417	-nan
0.120000 	 -nan 	 109.778301	-nan
0.130000 	 -nan 	 119.712207	-nan
0.140000 	 -nan 	 129.634143	-nan
0.150000 	 -nan 	 139.543115	-nan
0.160000 	 -nan 	 149.438132	-nan
0.170000 	 -nan 	 159.318207	-nan
0.180000 	 -nan 	 169.182349	-nan
0.190000 	 -nan 	 179.029573	-nan
0.200000 	 -nan 	 188.858895	-nan
0.210000 	 -nan 	 198.669331	-nan
0.220000 	 -nan 	 208.459900	-nan
0.230000 	 -nan 	 218.229623	-nan
0.240000 	 -nan 	 227.977524	-nan
0.250000 	 -nan 	 237.702626	-nan
0.260000 	 -nan 	 247.403959	-nan
0.270000 	 -nan 	 257.080552	-nan
0.280000 	 -nan 	 266.731437	-nan
0.290000 	 -nan 	 276.355649	-nan
0.300000 	 -nan 	 285.952225	-nan
0.310000 	 -nan 	 295.520207	-nan
0.320000 	 -nan 	 305.058636	-nan
0.330000 	 -nan 	 314.566561	-nan
0.340000 	 -nan 	 324.043028	-nan
0.350000 	 -nan 	 333.487092	-nan
0.360000 	 -nan 	 342.897807	-nan
0.370000 	 -nan 	 352.274233	-nan
0.380000 	 -nan 	 361.615432	-nan
0.390000 	 -nan 	 370.920469	-nan
0.400000 	 -nan 	 380.188415	-nan
0.410000 	 -nan 	 389.418342	-nan
0.420000 	 -nan 	 398.609328	-nan
0.430000 	 -nan 	 407.760453	-nan
0.440000 	 -nan 	 416.870802	-nan
0.450000 	 -nan 	 425.939465	-nan
0.460000 	 -nan 	 434.965534	-nan
0.470000 	 -nan 	 443.948107	-nan
0.480000 	 -nan 	 452.886285	-nan
0.490000 	 -nan 	 461.779176	-nan
0.500000 	 -nan 	 470.625888	-nan
0.510000 	 -nan 	 479.425539	-nan
0.520000 	 -nan 	 488.177247	-nan
0.530000 	 -nan 	 496.880138	-nan
0.540000 	 -nan 	 505.533341	-nan
0.550000 	 -nan 	 514.135992	-nan
0.560000 	 -nan 	 522.687229	-nan
0.570000 	 -nan 	 531.186198	-nan
0.580000 	 -nan 	 539.632049	-nan
0.590000 	 -nan 	 548.023937	-nan
0.600000 	 -nan 	 556.361023	-nan
0.610000 	 -nan 	 564.642473	-nan
0.620000 	 -nan 	 572.867460	-nan
0.630000 	 -nan 	 581.035161	-nan
0.640000 	 -nan 	 589.144758	-nan
0.650000 	 -nan 	 597.195441	-nan
0.660000 	 -nan 	 605.186406	-nan
0.670000 	 -nan 	 613.116852	-nan
0.680000 	 -nan 	 620.985987	-nan
0.690000 	 -nan 	 628.793024	-nan
0.700000 	 -nan 	 636.537182	-nan
0.710000 	 -nan 	 644.217687	-nan
0.720000 	 -nan 	 651.833771	-nan
0.730000 	 -nan 	 659.384672	-nan
0.740000 	 -nan 	 666.869635	-nan
0.750000 	 -nan 	 674.287912	-nan
0.760000 	 -nan 	 681.638760	-nan
0.770000 	 -nan 	 688.921445	-nan
0.780000 	 -nan 	 696.135239	-nan
0.790000 	 -nan 	 703.279419	-nan
0.800000 	 -nan 	 710.353272	-nan
0.810000 	 -nan 	 717.356091	-nan
0.820000 	 -nan 	 724.287174	-nan
0.830000 	 -nan 	 731.145830	-nan
0.840000 	 -nan 	 737.931371	-nan
0.850000 	 -nan 	 744.643120	-nan
0.860000 	 -nan 	 751.280405	-nan
0.870000 	 -nan 	 757.842563	-nan
0.880000 	 -nan 	 764.328937	-nan
0.890000 	 -nan 	 770.738879	-nan
0.900000 	 -nan 	 777.071748	-nan
0.910000 	 -nan 	 783.326910	-nan
0.920000 	 -nan 	 789.503740	-nan
0.930000 	 -nan 	 795.601620	-nan
