0.010000 	 -nan 	 -nan	-nan
0.020000 	 0.000000 	 0.012393	0.012393
0.030000 	 0.000000 	 0.024786	0.024786
0.040000 	 0.000000 	 0.037177	0.037177
0.050000 	 0.000000 	 0.049565	0.049565
0.060000 	 0.000000 	 0.061949	0.061949
0.070000 	 0.000000 	 0.074329	0.074329
0.080000 	 0.000000 	 0.086704	0.086704
0.090000 	 0.000000 	 0.099072	0.099072
0.100000 	 0.000000 	 0.111434	0.111434
0.110000 	 0.000000 	 0.123787	0.123787
0.120000 	 0.000000 	 0.136131	0.136131
0.130000 	 0.000000 	 0.148466	0.148466
0.140000 	 0.000000 	 0.160790	0.160790
0.150000 	 0.000000 	 0.173103	0.173103
0.160000 	 0.000000 	 0.185403	0.185403
0.170000 	 0.000000 	 0.197690	0.197690
0.180000 	 0.000000 	 0.209963	0.209963
0.190000 	 0.000000 	 0.222220	0.222220
0.200000 	 0.000000 	 0.234462	0.234462
0.210000 	 0.000000 	 0.246688	0.246688
0.220000 	 0.000000 	 0.258896	0.258896
0.230000 	 0.000000 	 0.271085	0.271085
0.240000 	 0.000000 	 0.283255	0.283255
0.250000 	 0.000000 	 0.295406	0.295406
0.260000 	 0.000000 	 0.307535	0.307535
0.270000 	 0.000000 	 0.319643	0.319643
0.280000 	 0.000000 	 0.331728	0.331728
0.290000 	 0.000000 	 0.343790	0.343790
0.300000 	 0.000000 	 0.355828	0.355828
0.310000 	 0.000000 	 0.367841	0.367841
0.320000 	 0.000000 	 0.379828	0.379828
0.330000 	 0.000000 	 0.391789	0.391789
0.340000 	 0.000000 	 0.403723	0.403723
0.350000 	 0.000000 	 0.415628	0.415628
0.360000 	 0.000000 	 0.427505	0.427505
0.370000 	 0.000000 	 0.439352	0.439352
0.380000 	 0.000000 	 0.451170	0.451170
0.390000 	 0.000000 	 0.462956	0.462956
0.400000 	 0.000000 	 0.474710	0.474710
0.410000 	 0.000000 	 0.486432	0.486432
0.420000 	 0.000000 	 0.498121	0.498121
0.430000 	 0.000000 	 0.509776	0.509776
0.440000 	 0.000000 	 0.521396	0.521396
0.450000 	 0.000000 	 0.532981	0.532981
0.460000 	 0.000000 	 0.544530	0.544530
0.470000 	 0.000000 	 0.556043	0.556043
0.480000 	 0.000000 	 0.567518	0.567518
0.490000 	 0.000000 	 0.578956	0.578956
0.500000 	 0.000000 	 0.590355	0.590355
0.510000 	 0.000000 	 0.601715	0.601715
0.520000 	 0.000000 	 0.613035	0.613035
0.530000 	 0.000000 	 0.624314	0.624314
0.540000 	 0.000000 	 0.635553	0.635553
0.550000 	 0.000000 	 0.646750	0.646750
0.560000 	 0.000000 	 0.657905	0.657905
0.570000 	 0.000000 	 0.669017	0.669017
0.580000 	 0.000000 	 0.680086	0.680086
0.590000 	 0.000000 	 0.691111	0.691111
0.600000 	 0.000000 	 0.702091	0.702091
0.610000 	 0.000000 	 0.713027	0.713027
0.620000 	 0.000000 	 0.723917	0.723917
0.630000 	 0.000000 	 0.734761	0.734761
0.640000 	 0.000000 	 0.745559	0.745559
0.650000 	 0.000000 	 0.756309	0.756309
0.660000 	 0.000000 	 0.767013	0.767013
0.670000 	 0.000000 	 0.777668	0.777668
0.680000 	 0.000000 	 0.788275	0.788275
0.690000 	 0.000000 	 0.798833	0.798833
0.700000 	 0.000000 	 0.809342	0.809342
0.710000 	 0.000000 	 0.819802	0.819802
0.720000 	 0.000000 	 0.830211	0.830211
0.730000 	 0.000000 	 0.840569	0.840569
0.740000 	 0.000000 	 0.850877	0.850877
0.750000 	 0.000000 	 0.861134	0.861134
0.760000 	 0.000000 	 0.871339	0.871339
0.770000 	 0.000000 	 0.881492	0.881492
0.780000 	 0.000000 	 0.891592	0.891592
0.790000 	 0.000000 	 0.901640	0.901640
0.800000 	 0.000000 	 0.911635	0.911635
0.810000 	 0.000000 	 0.921576	0.921576
0.820000 	 0.000000 	 0.931464	0.931464
0.830000 	 0.000000 	 0.941298	0.941298
0.840000 	 0.000000 	 0.951077	0.951077
0.850000 	 0.000000 	 0.960802	0.960802
0.860000 	 0.000000 	 0.970472	0.970472
0.870000 	 0.000000 	 0.980087	0.980087
0.880000 	 0.000000 	 0.989647	0.989647
0.890000 	 0.000000 	 0.999152	0.999152
0.900000 	 0.000000 	 1.008600	1.008600
0.910000 	 0.000000 	 1.017993	1.017993
0.920000 	 0.000000 	 1.027329	1.027329
0.930000 	 0.000000 	 1.036609	1.036609
