-0.000000	-9.600000	-nan	0.000000
-0.000000	-9.599923	-nan	0.038398
-0.000000	-9.599693	-nan	0.153575
-0.000000	-9.599309	-nan	0.345476
-0.000000	-9.598771	-nan	0.614007
-0.000000	-9.598081	-nan	0.959041
-0.000000	-9.597236	-nan	1.380411
-0.000000	-9.596239	-nan	1.877917
-0.000000	-9.595089	-nan	2.451320
-0.000000	-9.593785	-nan	3.100345
-0.000000	-9.592329	-nan	3.824683
-0.000000	-9.590721	-nan	4.623987
-0.000000	-9.588960	-nan	5.497877
-0.000000	-9.587047	-nan	6.445937
-0.000000	-9.584983	-nan	7.467715
-0.000000	-9.582767	-nan	8.562727
-0.000000	-9.580399	-nan	9.730454
-0.000000	-9.577881	-nan	10.970343
-0.000000	-9.575213	-nan	12.281808
-0.000000	-9.572395	-nan	13.664233
-0.000000	-9.569427	-nan	15.116966
-0.000000	-9.566309	-nan	16.639327
-0.000000	-9.563043	-nan	18.230603
-0.000000	-9.559629	-nan	19.890051
-0.000000	-9.556067	-nan	21.616899
-0.000000	-9.552357	-nan	23.410345
-0.000000	-9.548501	-nan	25.269558
-0.000000	-9.544498	-nan	27.193682
-0.000000	-9.540349	-nan	29.181830
-0.000000	-9.536056	-nan	31.233092
-0.000000	-9.531618	-nan	33.346529
-0.000000	-9.527036	-nan	35.521179
-0.000000	-9.522310	-nan	37.756057
-0.000000	-9.517442	-nan	40.050151
-0.000000	-9.512432	-nan	42.402429
-0.000000	-9.507281	-nan	44.811837
-0.000000	-9.501989	-nan	47.277298
-0.000000	-9.496557	-nan	49.797716
-0.000000	-9.490986	-nan	52.371976
-0.000000	-9.485277	-nan	54.998944
-0.000000	-9.479430	-nan	57.677467
-0.000000	-9.473446	-nan	60.406376
-0.000000	-9.467327	-nan	63.184487
-0.000000	-9.461072	-nan	66.010599
-0.000000	-9.454683	-nan	68.883497
-0.000000	-9.448160	-nan	71.801954
-0.000000	-9.441505	-nan	74.764728
-0.000000	-9.434717	-nan	77.770567
-0.000000	-9.427799	-nan	80.818207
-0.000000	-9.420751	-nan	83.906375
-0.000000	-9.413574	-nan	87.033788
-0.000000	-9.406269	-nan	90.199155
-0.000000	-9.398837	-nan	93.401179
-0.000000	-9.391279	-nan	96.638554
-0.000000	-9.383595	-nan	99.909969
-0.000000	-9.375787	-nan	103.214110
-0.000000	-9.367856	-nan	106.549657
-0.000000	-9.359802	-nan	109.915287
-0.000000	-9.351627	-nan	113.309676
-0.000000	-9.343332	-nan	116.731498
-0.000000	-9.334918	-nan	120.179424
-0.000000	-9.326386	-nan	123.652130
-0.000000	-9.317736	-nan	127.148288
-0.000000	-9.308971	-nan	130.666574
-0.000000	-9.300090	-nan	134.205667
-0.000000	-9.291096	-nan	137.764248
-0.000000	-9.281989	-nan	141.341002
-0.000000	-9.272770	-nan	144.934620
-0.000000	-9.263441	-nan	148.543797
-0.000000	-9.254002	-nan	152.167235
-0.000000	-9.244455	-nan	155.803642
-0.000000	-9.234800	-nan	159.451735
-0.000000	-9.225039	-nan	163.110237
-0.000000	-9.215174	-nan	166.777881
-0.000000	-9.205204	-nan	170.453410
-0.000000	-9.195132	-nan	174.135576
-0.000000	-9.184959	-nan	177.823141
-0.000000	-9.174685	-nan	181.514881
-0.000000	-9.164311	-nan	185.209580
-0.000000	-9.153840	-nan	188.906037
-0.000000	-9.143272	-nan	192.603062
-0.000000	-9.132608	-nan	196.299480
-0.000000	-9.121849	-nan	199.994129
-0.000000	-9.110997	-nan	203.685860
-0.000000	-9.100053	-nan	207.373541
-0.000000	-9.089018	-nan	211.056053
-0.000000	-9.077893	-nan	214.732294
-0.000000	-9.066680	-nan	218.401177
-0.000000	-9.055379	-nan	222.061632
-0.000000	-9.043992	-nan	225.712604
