-9.600000 	 -12.000000 	 0.000000	0.000000
-9.599923 	 -11.997601 	 0.000000	0.000035
-9.599693 	 -11.990412 	 0.000001	0.000551
-9.599309 	 -11.978458 	 0.000003	0.002779
-9.598771 	 -11.961783 	 0.000009	0.008735
-9.598081 	 -11.940446 	 0.000022	0.021174
-9.597236 	 -11.914522 	 0.000046	0.043527
-9.596239 	 -11.884101 	 0.000085	0.079819
-9.595089 	 -11.849288 	 0.000145	0.134579
-9.593785 	 -11.810200 	 0.000232	0.212739
-9.592329 	 -11.766968 	 0.000353	0.319527
-9.590721 	 -11.719734 	 0.000516	0.460352
-9.588960 	 -11.668648 	 0.000730	0.640702
-9.587047 	 -11.613870 	 0.001005	0.866024
-9.584983 	 -11.555568 	 0.001351	1.141632
-9.582767 	 -11.493915 	 0.001779	1.472603
-9.580399 	 -11.429090 	 0.002300	1.863697
-9.577881 	 -11.361273 	 0.002929	2.319276
-9.575213 	 -11.290649 	 0.003677	2.843246
-9.572395 	 -11.217403 	 0.004559	3.439002
-9.569427 	 -11.141720 	 0.005591	4.109394
-9.566309 	 -11.063785 	 0.006786	4.856696
-9.563043 	 -10.983780 	 0.008163	5.682597
-9.559629 	 -10.901885 	 0.009738	6.588197
-9.556067 	 -10.818277 	 0.011528	7.574013
-9.552357 	 -10.733126 	 0.013552	8.640000
-9.548501 	 -10.646602 	 0.015828	9.785571
-9.544498 	 -10.558865 	 0.018376	11.009630
-9.540349 	 -10.470072 	 0.021217	12.310610
-9.536056 	 -10.380374 	 0.024370	13.686512
-9.531618 	 -10.289915 	 0.027857	15.134948
-9.527036 	 -10.198832 	 0.031701	16.653186
-9.522310 	 -10.107257 	 0.035922	18.238195
-9.517442 	 -10.015313 	 0.040544	19.886694
-9.512432 	 -9.923118 	 0.045590	21.595191
-9.507281 	 -9.830783 	 0.051084	23.360029
-9.501989 	 -9.738412 	 0.057050	25.177427
-9.496557 	 -9.646103 	 0.063513	27.043518
-9.490986 	 -9.553946 	 0.070497	28.954384
-9.485277 	 -9.462028 	 0.078027	30.906088
-9.479430 	 -9.370426 	 0.086131	32.894706
-9.473446 	 -9.279213 	 0.094832	34.916350
-9.467327 	 -9.188458 	 0.104159	36.967197
-9.461072 	 -9.098222 	 0.114136	39.043501
-9.454683 	 -9.008562 	 0.124792	41.141619
-9.448160 	 -8.919530 	 0.136153	43.258020
-9.441505 	 -8.831172 	 0.148247	45.389299
-9.434717 	 -8.743532 	 0.161100	47.532188
-9.427799 	 -8.656648 	 0.174741	49.683560
-9.420751 	 -8.570554 	 0.189197	51.840438
-9.413574 	 -8.485281 	 0.204497	54.000000
-9.406269 	 -8.400857 	 0.220668	56.159574
-9.398837 	 -8.317305 	 0.237738	58.316648
-9.391279 	 -8.234645 	 0.255736	60.468860
-9.383595 	 -8.152896 	 0.274689	62.614004
-9.375787 	 -8.072074 	 0.294626	64.750026
-9.367856 	 -7.992189 	 0.315574	66.875015
-9.359802 	 -7.913254 	 0.337563	68.987206
-9.351627 	 -7.835275 	 0.360620	71.084973
-9.343332 	 -7.758260 	 0.384772	73.166822
-9.334918 	 -7.682213 	 0.410049	75.231389
-9.326386 	 -7.607135 	 0.436477	77.277433
-9.317736 	 -7.533029 	 0.464085	79.303830
-9.308971 	 -7.459894 	 0.492899	81.309567
-9.300090 	 -7.387729 	 0.522947	83.293738
-9.291096 	 -7.316529 	 0.554255	85.255538
-9.281989 	 -7.246292 	 0.586852	87.194256
-9.272770 	 -7.177013 	 0.620763	89.109269
-9.263441 	 -7.108685 	 0.656015	91.000039
-9.254002 	 -7.041303 	 0.692633	92.866107
-9.244455 	 -6.974858 	 0.730644	94.707085
-9.234800 	 -6.909343 	 0.770073	96.522656
-9.225039 	 -6.844750 	 0.810946	98.312564
-9.215174 	 -6.781068 	 0.853285	100.076615
-9.205204 	 -6.718289 	 0.897118	101.814666
-9.195132 	 -6.656402 	 0.942466	103.526627
-9.184959 	 -6.595398 	 0.989355	105.212455
-9.174685 	 -6.535265 	 1.037806	106.872149
-9.164311 	 -6.475993 	 1.087844	108.505748
-9.153840 	 -6.417571 	 1.139490	110.113325
-9.143272 	 -6.359987 	 1.192766	111.694988
-9.132608 	 -6.303230 	 1.247694	113.250875
-9.121849 	 -6.247289 	 1.304295	114.781150
-9.110997 	 -6.192152 	 1.362589	116.286003
-9.100053 	 -6.137806 	 1.422596	117.765645
-9.089018 	 -6.084242 	 1.484337	119.220307
-9.077893 	 -6.031445 	 1.547829	120.650238
-9.066680 	 -5.979407 	 1.613091	122.055704
-9.055379 	 -5.928113 	 1.680142	123.436984
-9.043992 	 -5.877553 	 1.748998	124.794368
-9.032519 	 -5.827715 	 1.819677	126.128159
-9.020963 	 -5.778588 	 1.892195	127.438669
-9.009324 	 -5.730160 	 1.966568	128.726217
-8.997603 	 -5.682420 	 2.042810	129.991129
-8.985802 	 -5.635356 	 2.120936	131.233736
-8.973922 	 -5.588957 	 2.200961	132.454374
