0.010000 	 -nan 	 -nan	-nan
0.510000 	 0.601715 	 0.601715	0.850953
0.520000 	 0.613035 	 0.613035	0.866962
0.530000 	 0.624314 	 0.624314	0.882914
0.540000 	 0.635553 	 0.635553	0.898808
0.550000 	 0.646750 	 0.646750	0.914643
0.560000 	 0.657905 	 0.657905	0.930418
0.570000 	 0.669017 	 0.669017	0.946133
0.580000 	 0.680086 	 0.680086	0.961786
0.590000 	 0.691111 	 0.691111	0.977378
0.600000 	 0.702091 	 0.702091	0.992907
0.610000 	 0.713027 	 0.713027	1.008372
0.620000 	 0.723917 	 0.723917	1.023773
0.630000 	 0.734761 	 0.734761	1.039109
0.640000 	 0.745559 	 0.745559	1.054379
0.650000 	 0.756309 	 0.756309	1.069583
0.660000 	 0.767013 	 0.767013	1.084720
0.670000 	 0.777668 	 0.777668	1.099789
0.680000 	 0.788275 	 0.788275	1.114789
0.690000 	 0.798833 	 0.798833	1.129721
0.700000 	 0.809342 	 0.809342	1.144583
0.710000 	 0.819802 	 0.819802	1.159374
0.720000 	 0.830211 	 0.830211	1.174095
0.730000 	 0.840569 	 0.840569	1.188745
0.740000 	 0.850877 	 0.850877	1.203322
0.750000 	 0.861134 	 0.861134	1.217827
0.760000 	 0.871339 	 0.871339	1.232259
0.770000 	 0.881492 	 0.881492	1.246617
0.780000 	 0.891592 	 0.891592	1.260902
0.790000 	 0.901640 	 0.901640	1.275111
0.800000 	 0.911635 	 0.911635	1.289246
0.810000 	 0.921576 	 0.921576	1.303305
0.820000 	 0.931464 	 0.931464	1.317289
0.830000 	 0.941298 	 0.941298	1.331196
0.840000 	 0.951077 	 0.951077	1.345026
0.850000 	 0.960802 	 0.960802	1.358779
0.860000 	 0.970472 	 0.970472	1.372455
0.870000 	 0.980087 	 0.980087	1.386053
0.880000 	 0.989647 	 0.989647	1.399573
0.890000 	 0.999152 	 0.999152	1.413014
0.900000 	 1.008600 	 1.008600	1.426376
0.910000 	 1.017993 	 1.017993	1.439659
0.920000 	 1.027329 	 1.027329	1.452862
0.930000 	 1.036609 	 1.036609	1.465986
0.940000 	 1.045832 	 1.045832	1.479030
0.950000 	 1.054999 	 1.054999	1.491993
0.960000 	 1.064108 	 1.064108	1.504876
0.970000 	 1.073161 	 1.073161	1.517679
0.980000 	 1.082156 	 1.082156	1.530400
0.990000 	 1.091094 	 1.091094	1.543040
1.000000 	 1.099974 	 1.099974	1.555599
1.010000 	 1.108797 	 1.108797	1.568076
1.020000 	 1.117562 	 1.117562	1.580472
1.030000 	 1.126269 	 1.126269	1.592785
1.040000 	 1.134919 	 1.134919	1.605017
1.050000 	 1.143510 	 1.143510	1.617167
1.060000 	 1.152043 	 1.152043	1.629235
1.070000 	 1.160518 	 1.160518	1.641220
1.080000 	 1.168934 	 1.168934	1.653123
1.090000 	 1.177293 	 1.177293	1.664944
1.100000 	 1.185593 	 1.185593	1.676682
1.110000 	 1.193835 	 1.193835	1.688337
1.120000 	 1.202018 	 1.202018	1.699910
1.130000 	 1.210143 	 1.210143	1.711401
1.140000 	 1.218209 	 1.218209	1.722808
1.150000 	 1.226218 	 1.226218	1.734133
1.160000 	 1.234167 	 1.234167	1.745376
1.170000 	 1.242058 	 1.242058	1.756536
1.180000 	 1.249891 	 1.249891	1.767613
1.190000 	 1.257666 	 1.257666	1.778608
1.200000 	 1.265382 	 1.265382	1.789521
1.210000 	 1.273040 	 1.273040	1.800351
1.220000 	 1.280640 	 1.280640	1.811098
1.230000 	 1.288182 	 1.288182	1.821764
1.240000 	 1.295665 	 1.295665	1.832347
1.250000 	 1.303091 	 1.303091	1.842848
1.260000 	 1.310458 	 1.310458	1.853267
1.270000 	 1.317768 	 1.317768	1.863605
1.280000 	 1.325020 	 1.325020	1.873861
1.290000 	 1.332214 	 1.332214	1.884035
1.300000 	 1.339350 	 1.339350	1.894127
1.310000 	 1.346429 	 1.346429	1.904139
1.320000 	 1.353451 	 1.353451	1.914069
1.330000 	 1.360416 	 1.360416	1.923918
1.340000 	 1.367323 	 1.367323	1.933687
1.350000 	 1.374174 	 1.374174	1.943375
1.360000 	 1.380967 	 1.380967	1.952982
1.370000 	 1.387704 	 1.387704	1.962510
1.380000 	 1.394384 	 1.394384	1.971957
1.390000 	 1.401008 	 1.401008	1.981325
1.400000 	 1.407576 	 1.407576	1.990613
1.410000 	 1.414088 	 1.414088	1.999822
1.420000 	 1.420543 	 1.420543	2.008951
1.430000 	 1.426943 	 1.426943	2.018002
1.440000 	 1.433287 	 1.433287	2.026975
1.450000 	 1.439576 	 1.439576	2.035868
1.460000 	 1.445810 	 1.445810	2.044684
1.470000 	 1.451989 	 1.451989	2.053422
1.480000 	 1.458113 	 1.458113	2.062083
1.490000 	 1.464182 	 1.464182	2.070666
1.500000 	 1.470197 	 1.470197	2.079172
1.510000 	 1.476157 	 1.476157	2.087602
1.520000 	 1.482064 	 1.482064	2.095955
1.530000 	 1.487917 	 1.487917	2.104232
1.540000 	 1.493716 	 1.493716	2.112434
1.550000 	 1.499462 	 1.499462	2.120559
1.560000 	 1.505155 	 1.505155	2.128610
1.570000 	 1.510794 	 1.510794	2.136586
1.580000 	 1.516381 	 1.516381	2.144487
1.590000 	 1.521916 	 1.521916	2.152314
1.600000 	 1.527398 	 1.527398	2.160068
1.610000 	 1.532829 	 1.532829	2.167747
1.620000 	 1.538208 	 1.538208	2.175354
1.630000 	 1.543535 	 1.543535	2.182888
1.640000 	 1.548811 	 1.548811	2.190349
1.650000 	 1.554035 	 1.554035	2.197738
1.660000 	 1.559209 	 1.559209	2.205055
1.670000 	 1.564333 	 1.564333	2.212301
1.680000 	 1.569406 	 1.569406	2.219476
1.690000 	 1.574430 	 1.574430	2.226580
1.700000 	 1.579403 	 1.579403	2.233613
1.710000 	 1.584327 	 1.584327	2.240577
1.720000 	 1.589202 	 1.589202	2.247471
1.730000 	 1.594028 	 1.594028	2.254296
1.740000 	 1.598805 	 1.598805	2.261052
1.750000 	 1.603534 	 1.603534	2.267739
1.760000 	 1.608214 	 1.608214	2.274359
1.770000 	 1.612847 	 1.612847	2.280910
1.780000 	 1.617432 	 1.617432	2.287394
1.790000 	 1.621970 	 1.621970	2.293812
1.800000 	 1.626460 	 1.626460	2.300162
1.810000 	 1.630904 	 1.630904	2.306447
1.820000 	 1.635302 	 1.635302	2.312666
1.830000 	 1.639653 	 1.639653	2.318819
1.840000 	 1.643958 	 1.643958	2.324907
1.850000 	 1.648217 	 1.648217	2.330931
1.860000 	 1.652431 	 1.652431	2.336890
1.870000 	 1.656600 	 1.656600	2.342786
1.880000 	 1.660724 	 1.660724	2.348618
1.890000 	 1.664803 	 1.664803	2.354387
1.900000 	 1.668838 	 1.668838	2.360093
1.910000 	 1.672829 	 1.672829	2.365737
1.920000 	 1.676776 	 1.676776	2.371320
1.930000 	 1.680680 	 1.680680	2.376841
1.940000 	 1.684541 	 1.684541	2.382300
1.950000 	 1.688359 	 1.688359	2.387700
1.960000 	 1.692134 	 1.692134	2.393038
1.970000 	 1.695867 	 1.695867	2.398317
1.980000 	 1.699557 	 1.699557	2.403537
1.990000 	 1.703206 	 1.703206	2.408698
2.000000 	 1.706814 	 1.706814	2.413800
2.010000 	 1.710380 	 1.710380	2.418843
2.020000 	 1.713906 	 1.713906	2.423829
2.030000 	 1.717391 	 1.717391	2.428757
2.040000 	 1.720835 	 1.720835	2.433629
2.050000 	 1.724240 	 1.724240	2.438443
2.060000 	 1.727605 	 1.727605	2.443202
2.070000 	 1.730930 	 1.730930	2.447904
2.080000 	 1.734216 	 1.734216	2.452552
2.090000 	 1.737463 	 1.737463	2.457144
2.100000 	 1.740671 	 1.740671	2.461681
2.110000 	 1.743842 	 1.743842	2.466164
2.120000 	 1.746974 	 1.746974	2.470594
2.130000 	 1.750068 	 1.750068	2.474970
2.140000 	 1.753124 	 1.753124	2.479292
2.150000 	 1.756144 	 1.756144	2.483562
2.160000 	 1.759126 	 1.759126	2.487780
2.170000 	 1.762072 	 1.762072	2.491946
2.180000 	 1.764981 	 1.764981	2.496061
2.190000 	 1.767855 	 1.767855	2.500124
2.200000 	 1.770692 	 1.770692	2.504137
2.210000 	 1.773494 	 1.773494	2.508099
2.220000 	 1.776260 	 1.776260	2.512011
2.230000 	 1.778991 	 1.778991	2.515874
2.240000 	 1.781688 	 1.781688	2.519687
2.250000 	 1.784350 	 1.784350	2.523452
2.260000 	 1.786978 	 1.786978	2.527168
2.270000 	 1.789572 	 1.789572	2.530837
2.280000 	 1.792132 	 1.792132	2.534457
2.290000 	 1.794659 	 1.794659	2.538031
2.300000 	 1.797152 	 1.797152	2.541557
2.310000 	 1.799613 	 1.799613	2.545037
2.320000 	 1.802041 	 1.802041	2.548471
2.330000 	 1.804437 	 1.804437	2.551859
2.340000 	 1.806800 	 1.806800	2.555201
2.350000 	 1.809132 	 1.809132	2.558499
2.360000 	 1.811432 	 1.811432	2.561751
2.370000 	 1.813700 	 1.813700	2.564960
2.380000 	 1.815938 	 1.815938	2.568124
2.390000 	 1.818145 	 1.818145	2.571245
2.400000 	 1.820321 	 1.820321	2.574322
2.410000 	 1.822467 	 1.822467	2.577357
2.420000 	 1.824582 	 1.824582	2.580349
2.430000 	 1.826668 	 1.826668	2.583299
2.440000 	 1.828725 	 1.828725	2.586207
2.450000 	 1.830752 	 1.830752	2.589074
2.460000 	 1.832750 	 1.832750	2.591900
2.470000 	 1.834719 	 1.834719	2.594684
2.480000 	 1.836659 	 1.836659	2.597429
2.490000 	 1.838572 	 1.838572	2.600133
2.500000 	 1.840456 	 1.840456	2.602797
2.510000 	 1.842312 	 1.842312	2.605422
2.520000 	 1.844140 	 1.844140	2.608008
2.530000 	 1.845941 	 1.845941	2.610555
2.540000 	 1.847715 	 1.847715	2.613064
2.550000 	 1.849462 	 1.849462	2.615535
2.560000 	 1.851183 	 1.851183	2.617968
2.570000 	 1.852877 	 1.852877	2.620363
2.580000 	 1.854544 	 1.854544	2.622722
2.590000 	 1.856186 	 1.856186	2.625043
2.600000 	 1.857802 	 1.857802	2.627329
2.610000 	 1.859392 	 1.859392	2.629578
2.620000 	 1.860957 	 1.860957	2.631791
2.630000 	 1.862497 	 1.862497	2.633969
2.640000 	 1.864012 	 1.864012	2.636111
2.650000 	 1.865502 	 1.865502	2.638219
2.660000 	 1.866968 	 1.866968	2.640292
2.670000 	 1.868410 	 1.868410	2.642331
2.680000 	 1.869828 	 1.869828	2.644336
2.690000 	 1.871222 	 1.871222	2.646307
2.700000 	 1.872592 	 1.872592	2.648245
2.710000 	 1.873939 	 1.873939	2.650150
2.720000 	 1.875262 	 1.875262	2.652022
2.730000 	 1.876563 	 1.876563	2.653861
2.740000 	 1.877841 	 1.877841	2.655669
2.750000 	 1.879097 	 1.879097	2.657444
2.760000 	 1.880330 	 1.880330	2.659188
2.770000 	 1.881541 	 1.881541	2.660901
2.780000 	 1.882730 	 1.882730	2.662583
2.790000 	 1.883898 	 1.883898	2.664234
2.800000 	 1.885044 	 1.885044	2.665854
2.810000 	 1.886168 	 1.886168	2.667445
2.820000 	 1.887272 	 1.887272	2.669005
2.830000 	 1.888354 	 1.888354	2.670536
2.840000 	 1.889416 	 1.889416	2.672037
2.850000 	 1.890457 	 1.890457	2.673510
2.860000 	 1.891478 	 1.891478	2.674954
2.870000 	 1.892478 	 1.892478	2.676369
2.880000 	 1.893459 	 1.893459	2.677755
2.890000 	 1.894420 	 1.894420	2.679114
2.900000 	 1.895361 	 1.895361	2.680445
2.910000 	 1.896283 	 1.896283	2.681749
2.920000 	 1.897186 	 1.897186	2.683025
2.930000 	 1.898069 	 1.898069	2.684275
2.940000 	 1.898934 	 1.898934	2.685498
2.950000 	 1.899779 	 1.899779	2.686694
2.960000 	 1.900607 	 1.900607	2.687864
2.970000 	 1.901416 	 1.901416	2.689008
2.980000 	 1.902207 	 1.902207	2.690126
2.990000 	 1.902979 	 1.902979	2.691219
3.000000 	 1.903734 	 1.903734	2.692287
3.010000 	 1.904472 	 1.904472	2.693330
3.020000 	 1.905191 	 1.905191	2.694347
3.030000 	 1.905894 	 1.905894	2.695341
3.040000 	 1.906579 	 1.906579	2.696310
3.050000 	 1.907247 	 1.907247	2.697255
3.060000 	 1.907899 	 1.907899	2.698176
3.070000 	 1.908533 	 1.908533	2.699074
3.080000 	 1.909152 	 1.909152	2.699948
3.090000 	 1.909753 	 1.909753	2.700799
3.100000 	 1.910339 	 1.910339	2.701627
3.110000 	 1.910909 	 1.910909	2.702433
3.120000 	 1.911462 	 1.911462	2.703216
3.130000 	 1.912000 	 1.912000	2.703977
3.140000 	 1.912523 	 1.912523	2.704716
3.150000 	 1.913030 	 1.913030	2.705432
3.160000 	 1.913521 	 1.913521	2.706128
3.170000 	 1.913998 	 1.913998	2.706802
3.180000 	 1.914459 	 1.914459	2.707454
3.190000 	 1.914906 	 1.914906	2.708086
3.200000 	 1.915338 	 1.915338	2.708697
3.210000 	 1.915756 	 1.915756	2.709288
3.220000 	 1.916159 	 1.916159	2.709858
3.230000 	 1.916547 	 1.916547	2.710407
3.240000 	 1.916922 	 1.916922	2.710937
3.250000 	 1.917283 	 1.917283	2.711447
3.260000 	 1.917630 	 1.917630	2.711938
3.270000 	 1.917963 	 1.917963	2.712409
3.280000 	 1.918282 	 1.918282	2.712861
3.290000 	 1.918589 	 1.918589	2.713294
3.300000 	 1.918881 	 1.918881	2.713708
3.310000 	 1.919161 	 1.919161	2.714104
3.320000 	 1.919428 	 1.919428	2.714481
3.330000 	 1.919682 	 1.919682	2.714840
3.340000 	 1.919922 	 1.919922	2.715180
3.350000 	 1.920151 	 1.920151	2.715503
3.360000 	 1.920367 	 1.920367	2.715808
3.370000 	 1.920570 	 1.920570	2.716096
3.380000 	 1.920761 	 1.920761	2.716366
3.390000 	 1.920940 	 1.920940	2.716619
3.400000 	 1.921107 	 1.921107	2.716856
3.410000 	 1.921262 	 1.921262	2.717075
3.420000 	 1.921405 	 1.921405	2.717277
3.430000 	 1.921537 	 1.921537	2.717463
3.440000 	 1.921657 	 1.921657	2.717633
3.450000 	 1.921766 	 1.921766	2.717787
3.460000 	 1.921863 	 1.921863	2.717924
3.470000 	 1.921949 	 1.921949	2.718046
3.480000 	 1.922024 	 1.922024	2.718152
3.490000 	 1.922088 	 1.922088	2.718243
3.500000 	 1.922141 	 1.922141	2.718318
3.510000 	 1.922184 	 1.922184	2.718378
3.520000 	 1.922215 	 1.922215	2.718423
3.530000 	 1.922237 	 1.922237	2.718453
3.540000 	 1.922248 	 1.922248	2.718469
3.550000 	 1.922248 	 1.922248	2.718469
3.560000 	 1.922238 	 1.922238	2.718456
3.570000 	 1.922219 	 1.922219	2.718428
3.580000 	 1.922189 	 1.922189	2.718386
3.590000 	 1.922149 	 1.922149	2.718330
3.600000 	 1.922100 	 1.922100	2.718260
3.610000 	 1.922041 	 1.922041	2.718176
3.620000 	 1.921972 	 1.921972	2.718079
3.630000 	 1.921894 	 1.921894	2.717968
3.640000 	 1.921806 	 1.921806	2.717845
3.650000 	 1.921709 	 1.921709	2.717708
3.660000 	 1.921603 	 1.921603	2.717558
3.670000 	 1.921488 	 1.921488	2.717395
3.680000 	 1.921364 	 1.921364	2.717219
3.690000 	 1.921231 	 1.921231	2.717031
3.700000 	 1.921089 	 1.921089	2.716830
3.710000 	 1.920939 	 1.920939	2.716617
3.720000 	 1.920779 	 1.920779	2.716392
3.730000 	 1.920612 	 1.920612	2.716155
3.740000 	 1.920435 	 1.920435	2.715906
3.750000 	 1.920251 	 1.920251	2.715645
3.760000 	 1.920058 	 1.920058	2.715372
3.770000 	 1.919857 	 1.919857	2.715088
3.780000 	 1.919648 	 1.919648	2.714792
3.790000 	 1.919431 	 1.919431	2.714485
3.800000 	 1.919206 	 1.919206	2.714167
3.810000 	 1.918973 	 1.918973	2.713838
3.820000 	 1.918732 	 1.918732	2.713497
3.830000 	 1.918484 	 1.918484	2.713146
3.840000 	 1.918228 	 1.918228	2.712784
3.850000 	 1.917965 	 1.917965	2.712412
3.860000 	 1.917694 	 1.917694	2.712029
3.870000 	 1.917416 	 1.917416	2.711635
3.880000 	 1.917130 	 1.917130	2.711232
3.890000 	 1.916838 	 1.916838	2.710818
3.900000 	 1.916538 	 1.916538	2.710394
3.910000 	 1.916231 	 1.916231	2.709960
3.920000 	 1.915918 	 1.915918	2.709517
3.930000 	 1.915597 	 1.915597	2.709063
3.940000 	 1.915270 	 1.915270	2.708600
3.950000 	 1.914936 	 1.914936	2.708128
3.960000 	 1.914595 	 1.914595	2.707646
3.970000 	 1.914247 	 1.914247	2.707155
3.980000 	 1.913894 	 1.913894	2.706654
3.990000 	 1.913533 	 1.913533	2.706145
4.000000 	 1.913167 	 1.913167	2.705626
4.010000 	 1.912794 	 1.912794	2.705099
4.020000 	 1.912414 	 1.912414	2.704562
4.030000 	 1.912029 	 1.912029	2.704017
4.040000 	 1.911637 	 1.911637	2.703464
4.050000 	 1.911240 	 1.911240	2.702902
4.060000 	 1.910837 	 1.910837	2.702331
4.070000 	 1.910427 	 1.910427	2.701752
4.080000 	 1.910012 	 1.910012	2.701165
4.090000 	 1.909591 	 1.909591	2.700570
4.100000 	 1.909164 	 1.909164	2.699966
4.110000 	 1.908732 	 1.908732	2.699355
4.120000 	 1.908294 	 1.908294	2.698736
4.130000 	 1.907851 	 1.907851	2.698109
4.140000 	 1.907402 	 1.907402	2.697474
4.150000 	 1.906948 	 1.906948	2.696832
4.160000 	 1.906489 	 1.906489	2.696182
4.170000 	 1.906024 	 1.906024	2.695525
4.180000 	 1.905554 	 1.905554	2.694860
4.190000 	 1.905079 	 1.905079	2.694188
4.200000 	 1.904599 	 1.904599	2.693509
4.210000 	 1.904113 	 1.904113	2.692823
4.220000 	 1.903623 	 1.903623	2.692130
4.230000 	 1.903128 	 1.903128	2.691430
4.240000 	 1.902628 	 1.902628	2.690722
4.250000 	 1.902123 	 1.902123	2.690009
4.260000 	 1.901614 	 1.901614	2.689288
4.270000 	 1.901100 	 1.901100	2.688561
4.280000 	 1.900581 	 1.900581	2.687827
4.290000 	 1.900057 	 1.900057	2.687087
4.300000 	 1.899530 	 1.899530	2.686340
4.310000 	 1.898997 	 1.898997	2.685587
4.320000 	 1.898460 	 1.898460	2.684828
4.330000 	 1.897919 	 1.897919	2.684063
4.340000 	 1.897374 	 1.897374	2.683291
4.350000 	 1.896824 	 1.896824	2.682514
4.360000 	 1.896270 	 1.896270	2.681730
4.370000 	 1.895712 	 1.895712	2.680941
4.380000 	 1.895149 	 1.895149	2.680146
4.390000 	 1.894583 	 1.894583	2.679345
4.400000 	 1.894012 	 1.894012	2.678538
4.410000 	 1.893438 	 1.893438	2.677726
4.420000 	 1.892860 	 1.892860	2.676908
4.430000 	 1.892278 	 1.892278	2.676085
4.440000 	 1.891692 	 1.891692	2.675256
4.450000 	 1.891102 	 1.891102	2.674422
4.460000 	 1.890508 	 1.890508	2.673582
4.470000 	 1.889911 	 1.889911	2.672738
4.480000 	 1.889310 	 1.889310	2.671888
4.490000 	 1.888706 	 1.888706	2.671033
4.500000 	 1.888098 	 1.888098	2.670173
4.510000 	 1.887486 	 1.887486	2.669308
4.520000 	 1.886871 	 1.886871	2.668438
4.530000 	 1.886252 	 1.886252	2.667564
4.540000 	 1.885630 	 1.885630	2.666684
4.550000 	 1.885005 	 1.885005	2.665800
4.560000 	 1.884377 	 1.884377	2.664911
4.570000 	 1.883745 	 1.883745	2.664018
4.580000 	 1.883110 	 1.883110	2.663119
4.590000 	 1.882472 	 1.882472	2.662217
4.600000 	 1.881830 	 1.881830	2.661310
4.610000 	 1.881186 	 1.881186	2.660398
4.620000 	 1.880538 	 1.880538	2.659483
4.630000 	 1.879888 	 1.879888	2.658563
4.640000 	 1.879234 	 1.879234	2.657638
4.650000 	 1.878577 	 1.878577	2.656710
4.660000 	 1.877918 	 1.877918	2.655777
4.670000 	 1.877256 	 1.877256	2.654840
4.680000 	 1.876591 	 1.876591	2.653900
4.690000 	 1.875923 	 1.875923	2.652955
4.700000 	 1.875252 	 1.875252	2.652007
4.710000 	 1.874578 	 1.874578	2.651054
4.720000 	 1.873902 	 1.873902	2.650098
4.730000 	 1.873223 	 1.873223	2.649138
4.740000 	 1.872542 	 1.872542	2.648174
4.750000 	 1.871858 	 1.871858	2.647207
4.760000 	 1.871171 	 1.871171	2.646236
4.770000 	 1.870482 	 1.870482	2.645261
4.780000 	 1.869790 	 1.869790	2.644283
4.790000 	 1.869096 	 1.869096	2.643301
4.800000 	 1.868400 	 1.868400	2.642316
4.810000 	 1.867701 	 1.867701	2.641328
4.820000 	 1.867000 	 1.867000	2.640336
4.830000 	 1.866296 	 1.866296	2.639341
4.840000 	 1.865590 	 1.865590	2.638343
4.850000 	 1.864882 	 1.864882	2.637341
4.860000 	 1.864172 	 1.864172	2.636337
4.870000 	 1.863459 	 1.863459	2.635329
4.880000 	 1.862744 	 1.862744	2.634318
4.890000 	 1.862027 	 1.862027	2.633304
4.900000 	 1.861308 	 1.861308	2.632287
4.910000 	 1.860587 	 1.860587	2.631268
4.920000 	 1.859864 	 1.859864	2.630245
4.930000 	 1.859139 	 1.859139	2.629219
4.940000 	 1.858412 	 1.858412	2.628191
4.950000 	 1.857682 	 1.857682	2.627160
4.960000 	 1.856951 	 1.856951	2.626126
4.970000 	 1.856218 	 1.856218	2.625089
4.980000 	 1.855483 	 1.855483	2.624050
4.990000 	 1.854747 	 1.854747	2.623008
5.000000 	 1.854008 	 1.854008	2.621963
5.010000 	 1.853267 	 1.853267	2.620916
5.020000 	 1.852525 	 1.852525	2.619866
5.030000 	 1.851781 	 1.851781	2.618814
5.040000 	 1.851036 	 1.851036	2.617760
5.050000 	 1.850288 	 1.850288	2.616703
5.060000 	 1.849539 	 1.849539	2.615644
5.070000 	 1.848789 	 1.848789	2.614582
5.080000 	 1.848036 	 1.848036	2.613518
5.090000 	 1.847282 	 1.847282	2.612452
5.100000 	 1.846527 	 1.846527	2.611383
5.110000 	 1.845770 	 1.845770	2.610313
5.120000 	 1.845011 	 1.845011	2.609240
5.130000 	 1.844251 	 1.844251	2.608165
5.140000 	 1.843490 	 1.843490	2.607088
5.150000 	 1.842726 	 1.842726	2.606009
5.160000 	 1.841962 	 1.841962	2.604928
5.170000 	 1.841196 	 1.841196	2.603845
5.180000 	 1.840429 	 1.840429	2.602759
5.190000 	 1.839660 	 1.839660	2.601672
5.200000 	 1.838890 	 1.838890	2.600584
5.210000 	 1.838119 	 1.838119	2.599493
5.220000 	 1.837346 	 1.837346	2.598400
5.230000 	 1.836572 	 1.836572	2.597306
5.240000 	 1.835797 	 1.835797	2.596210
5.250000 	 1.835021 	 1.835021	2.595112
5.260000 	 1.834243 	 1.834243	2.594012
5.270000 	 1.833465 	 1.833465	2.592911
5.280000 	 1.832685 	 1.832685	2.591807
5.290000 	 1.831904 	 1.831904	2.590703
5.300000 	 1.831121 	 1.831121	2.589597
5.310000 	 1.830338 	 1.830338	2.588489
5.320000 	 1.829553 	 1.829553	2.587379
5.330000 	 1.828768 	 1.828768	2.586268
5.340000 	 1.827981 	 1.827981	2.585156
5.350000 	 1.827194 	 1.827194	2.584042
5.360000 	 1.826405 	 1.826405	2.582927
5.370000 	 1.825615 	 1.825615	2.581810
5.380000 	 1.824825 	 1.824825	2.580692
5.390000 	 1.824033 	 1.824033	2.579572
5.400000 	 1.823241 	 1.823241	2.578452
5.410000 	 1.822447 	 1.822447	2.577329
5.420000 	 1.821653 	 1.821653	2.576206
5.430000 	 1.820857 	 1.820857	2.575081
5.440000 	 1.820061 	 1.820061	2.573955
5.450000 	 1.819264 	 1.819264	2.572828
5.460000 	 1.818466 	 1.818466	2.571700
5.470000 	 1.817668 	 1.817668	2.570570
5.480000 	 1.816868 	 1.816868	2.569440
5.490000 	 1.816068 	 1.816068	2.568308
5.500000 	 1.815267 	 1.815267	2.567175
5.510000 	 1.814465 	 1.814465	2.566041
5.520000 	 1.813663 	 1.813663	2.564906
5.530000 	 1.812859 	 1.812859	2.563770
5.540000 	 1.812056 	 1.812056	2.562634
5.550000 	 1.811251 	 1.811251	2.561496
5.560000 	 1.810446 	 1.810446	2.560357
5.570000 	 1.809640 	 1.809640	2.559217
5.580000 	 1.808833 	 1.808833	2.558076
5.590000 	 1.808026 	 1.808026	2.556934
5.600000 	 1.807218 	 1.807218	2.555792
5.610000 	 1.806409 	 1.806409	2.554648
5.620000 	 1.805600 	 1.805600	2.553504
5.630000 	 1.804791 	 1.804791	2.552359
5.640000 	 1.803980 	 1.803980	2.551213
5.650000 	 1.803170 	 1.803170	2.550067
5.660000 	 1.802358 	 1.802358	2.548919
5.670000 	 1.801546 	 1.801546	2.547771
5.680000 	 1.800734 	 1.800734	2.546623
5.690000 	 1.799921 	 1.799921	2.545473
5.700000 	 1.799108 	 1.799108	2.544323
5.710000 	 1.798294 	 1.798294	2.543172
5.720000 	 1.797480 	 1.797480	2.542021
5.730000 	 1.796665 	 1.796665	2.540869
5.740000 	 1.795850 	 1.795850	2.539716
5.750000 	 1.795035 	 1.795035	2.538563
5.760000 	 1.794219 	 1.794219	2.537409
5.770000 	 1.793403 	 1.793403	2.536255
5.780000 	 1.792586 	 1.792586	2.535100
5.790000 	 1.791769 	 1.791769	2.533944
5.800000 	 1.790952 	 1.790952	2.532788
5.810000 	 1.790134 	 1.790134	2.531632
5.820000 	 1.789316 	 1.789316	2.530475
